CommonName;Latitude;Longitude;Wine;Vintage;Origin;TastingNotes;Alcohol;RS;pH;TA;VA;TSO2;FSO2;MainVariety;WineType;WineStyle;WineBody;WineTaste;Wooded
Botha Kelder;-33,57722092;19,26139069;Botha Kelder Dassie's Blanc 2015;2015;Breedekloof;"
			A fruity blend of tropical flavours and well balanced tannins with an elegant after taste.";11.95;4.5;3.39;6.0;;;;Chenin Blanc;White;Dry;Light;Fruity;
Botha Kelder;-33,57722092;19,26139069;Botha Kelder Chenin 2014 Barrel Fermented Bush Vine;2014;Breedekloof;Vibrant green-gold colour with multi dimensional aromas of lemon, ripe peach,spring flowers and Breedekloof sunshine! Rich and mouthfilling, but very elegant with a smooth creme brulee and caramelized nut finish.;14.97;2.3;3.58;;;;;Chenin Blanc;White;Dry;;;
Rietvallei Wine Estate;-33,82659531;19,97723579;John B Riesling 2015;2015;Western Cape;A slightly sweet Riesling showing lots of fruit and a lively spiciness. The wine is well balanced by a firm acidity which cuts through the acidity and lingers pleasantly on the palate. A lovely, fruity, light in alcohol, everyday and every occasion drinki;11.39;17.6;3.22;7.2;0.47;92;34;Riesling;White;Semi Sweet;Light;Fruity;
Roodezandt Wines;-33,80916977;19,87972069;Roodezandt Sauvignon Blanc 2015;2015;Robertson;"<p><span style=""font-size: 10.0pt;"">Tropical and Green Fig Flavours with Grassy notes on the palate</span></p>";12.62;2.70;3.46;5.70;;105;42;Sauvignon Blanc;White;Dry;Medium;Herbaceous;
Roodezandt Wines;-33,80916977;19,87972069;Roodezandt Chenin Blanc 2015;2015;Robertson;Exotic Tropical Passion Fruit and Guava flavours;13.33;1.5;3.50;5.8;;109;42;Chenin Blanc;White;Dry;Medium;;
Douglas Green;-33,6317482;18,98613167;Douglas Green Merlot / Malbec 2015;2015;Swartland;A bright crimson heart with deep ruby rim. Lashings of crushed summer berries and fleshy plum aromas with supple, succulent, generous ripe berry flavours brushed with soft oak spice to a sleek juicy fruit finish.<br />;14.0;4.5;3.5;5.8;;;;Merlot;Red;Dry;Medium;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Chenin Blanc Sauvignon Blanc 2015;2015;Western Cape;Bright gold with a youthful green glow. Brimming with a fruit salad of aromas including tropical pineapple, papaya, guava and granadilla with a subtle streak of green asparagus and figs that follow through on an accommodating mouthful of sunny ripe flavou;13.0;4.3;3.5;5.8;;;;Chenin Blanc;White;Dry;Light;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Shiraz 2015;2015;Western Cape;Dark ruby with a bright crimson rim. Enticing black current pastilles and blue berries embellished by a subtle oak spice. A firm yet friendly entry with juicy plum and mulberry flavours supported by well defined and ripe tannins allowing a succulent sligh;14.0;3.8;3.5;5.8;;;;Shiraz;Red;Dry;Full;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Pinotage 2015;2015;Western Cape;Attractive crimson depth with a purple hue on the rim. Generous ripe strawberry and raspberry fruit on the nose brushed with dark chocolate and caramel hints. Plush and juicy on entry with an ample mouthful of juicy fruit well supported by soft, ripe tann;14.0;3.8;3.5;5.8;;;;Pinotage;Red;Dry;Medium;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Merlot 2015;2015;Western Cape;Bright garnet with a bright strawberry rim. Packed with juicy black cherry and fleshy plum aromas that tumble softly across the palate with plush mulberry and spice flavours interwoven with soft ripe tannins and subtle oak intrigue for a smooth and juicy ;14.0;4.3;3.5;5.8;;;;Merlot;Red;Dry;Medium;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Chenin Blanc 2015;2015;Western Cape;Pale gold with a vibrant green glow. Exuberant passion fruit, ripe peaches and pineapple on first impression embellished with honey suckle grace that carries through to a generous yet well tempered palate packed ripe fruit flavours freshened up by a tangy;13.5;4.3;3.5;5.8;;;;Chenin Blanc;White;Dry;Light;Fruity;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Cabernet Sauvignon 2015;2015;Western Cape;Deep ruby with a bright edge. Intense dark berries and black currant aromas with attractive gentle smoky oak notes. A succulent medium bodied entry with delicious winterberry flavours supported by well defined ripe tannins for a softly textured juicy fini;14.0;4.0;3.5;5.8;;;;Cabernet Sauvignon;Red;Dry;Full;Herbaceous;
Douglas Green;-33,6317482;18,98613167;Douglas Green Vineyard Creations Chardonnay 2015;2015;Western Cape;Bright gold with youthful flashes of green. Tropical pineapple and honey melon aromas explode on entry yielding cohesive delicate lemon lime flavours tinged with subtle oak complexity and a generous yet graceful zesty fruit finish.;14.0;4.5;3.5;4.5;;;;Chardonnay;White;Dry;Medium;Fragrant;
Cape Point Vineyards;-34,09851074;18,38177681;Cape Point Vineyards Sauvignon Blanc 2014;2014;Cape Point;The wine shows a complex array of tropical fruit, grapefruit and limes all held together by an incredible mineral backbone. The palate is focused and racy, made in a style to be a wonderful food companion.;13.5;1.8;3.3;6.4;;;;Sauvignon Blanc;White;Dry;;Mineral;
Cape Point Vineyards;-34,09851074;18,38177681;Cape Point Vineyards Sauvignon Blanc Reserve 2014;2014;Cape Point;The nose shows delicate floral elements, grapefruit, stone fruit and limes along with subtle wood spice;14.0;2.3;3.25;7.0;;;;Sauvignon Blanc;White;Dry;;Mineral;
Cape Point Vineyards;-34,09851074;18,38177681;Cape Point Vineyards Chardonnay 2014;2014;Cape Point;The wine shows a complex array of citrus, apricot, oatmeal and honey flavours with strong minerality and some subtle spicy oak. This all follows onto a wonderfully full palate with crisp acids and great length.;13.0;2.8;3.5;5.5;;111;32;Chardonnay;White;Dry;Full;Fragrant;
KWV Wines;-33,76215363;18,96186638;KWV Classic Collection Shiraz Rose 2015;2015;Western Cape;This bright, salmon-pink wine shows upfront fruit aromas of strawberries, rose petals and candy floss, with hints of violets, Turkish delight and raspberries. The palate is elegant and fresh with an ester character and soft acidity that leads to a creamy ;12.53;7.5;3.09;5.85;;;;Shiraz;0;0;;Fragrant;
Adoro Wines;0;0;Adoro Naude Old Vines Semillon 2014 (SOLD OUT);2014;Stellenbosch;This variety is not widely recognised or fashionable and thus often underrated. At Adoro, however, we have an affinity for Semillon, so when we came upon this single vineyard of outstanding quality, we knew we had to bottle it on its own. This wine embodi;11.0;1.8;3.21;6.0;;;;Semillon;White;;;;
Adoro Wines;0;0;Adoro Naude Old Vines Cinsault 2014;2014;Stellenbosch;"Once the most widely planted red-wine variety in the Cape,  Cinsault, crossed with Pinot Noir, 
is one of the parents of Pinotage, which originated in South Africa. 

These old vines showed remarkable Old World quality, which we honoured by allowing the w";13.5;1.5;3.62;5.5;;;;Cinsaut;Red;Dry;;;
Adoro Wines;0;0;Adoro Naude Old Vines Chenin Blanc 2013;2013;Stellenbosch;"Chenin Blanc, blended with Sauvignon Blanc and Semillon, is the focus of the Naud&#233; White, a New World Chablis-styled wine that eloquently highlights the 
versatility of the variety. 

Also known as â€˜Steenâ€™, the Chenin grapes from these 30- to 50-";12.5;1.5;3.31;6;;;;Chenin Blanc;White;Dry;;;
Leopards Leap Family Vineyards;-33,88581467;19,07957649;Leopards Leap Shiraz 2014;2014;Paarl;"WINE STYLE: Medium-bodied, typical Rh&#244;ne style characteristics. NOSE: Deep purple layers of plum and blackberry, intertwined with subtle undertones of cracked black pepper. Whiffs of clove and coriander create a rich and intense aroma on the nose.PAL";13.5;4.67;3.52;5.45;;;;Shiraz;Red;Dry;Medium;Fragrant;
Nederburg Wines;-33,72084427;19,00285912;Nederburg Foundation Stein 2015;2015;Western Cape;Colour: Light green.<br />Bouquet: Abundant aromas of pineapple, apricots and guava.<br />Palate: Semi-sweet with fresh fruit flavours and a pleasant finish.;13.13;18.55;3.4;6.25;;;;Chenin Blanc;White;Semi Sweet;;Fruity;
Oneiric Wine Farm;-34,24202347;19,0518055;Oneiric First Quantum Grand Reserve 2011;2011;Elgin;<p>Stunning nose, concentrated, intense, rich and structured with an endless finish. Lovely cigar box, creÌ€me de cassis, violet, leather and raspberry with a fantastically complex palate structure: pencil lead and red meat with a refreshing menthe from t;15.34;2.5;3.61;5.9;0.83;5.9;12;Cabernet Sauvignon;Red;Dry;Full;Fruity;
Rietvallei Wine Estate;-33,82659531;19,97723579;Stonedale Cabernet Sauvignon RosÃ© 2015;2015;Robertson;"
			This ros&#233; is made from 100% Cabernet Sauvignon. The wine has a lovely floral bouquet with intense berry-fruit flavours on the palate and a long-lasting aftertaste... A fresh, fruity dry ros&#233; for everyday enjoyment.";12.31;5.0;3.10;6.4;0.34;113;35;Cabernet Sauvignon;Rose;Dry;;Fruity;
Adoro Wines;0;0;Adoro Natural Sweet MourvÃ¨dre 2013;2013;Western Cape;"This natural sweet red wine was produced to complement cheese, though its off-sweet profile can be enjoyed any time. Swartland, an area known for intense heat; enabling fruit to reach optimal ripeness, resulting in rich and full bodied wines.";14.0;55;3.23;8.0;;;35;Mourvedre;Red;Sweet;Full;;
Lomond;-34,56636047;19,48288345;Lomond Cats Tail Syrah 2013;2013;Cape Agulhas;"<div>Colour: Dark intense ruby red.<br />Bouquet: Sweet oriental spices, notes of white pepper, plumbs, sweet dark fruit and chocolate.<br />Taste: Rich and full bodied, beautiful ripe and silky tannins ending with sweet dark fruit.<br />
</div>";15.31;1.49;3.58;5.38;;;;Shiraz;Red;Dry;Full;;
Tulbagh Winery;-33,28623962;19,13850975;Tulbagh Winery Pinotage RosÃ© 2015;2015;Tulbagh;"<span>Colour:</span> A delightfully Turkish delight coloured off-dry wine.&nbsp;<br />Nose: A mixture of strawberry and mulberry flavours on the nose.<br />Palate: Berry flavours early in the mouth with a lingering aftertaste of candy floss.<br />";12.31;10.7;3.58;5.5;;;;Pinotage;Rose;Off Dry;Medium;Fruity;
Tulbagh Winery;-33,28623962;19,13850975;ILike Chenin Blanc 2015;2015;Tulbagh;Colour: Pale Straw with hints of green.<br />Nose: Prominent green apple and lime with undertones of tropical fruit flavours like white peach.<br />Palate: Crispy white wine with good firm acidity balances the well judged fruit with a lingering tropical a;12.41;1.2;3.28;5.6;;;;Chenin Blanc;White;Dry;;Fruity;
Tulbagh Winery;-33,28623962;19,13850975;ILike Sauvignon Blanc 2015;2015;Tulbagh;Colour: Pale straw with hints of green.<br />Nose: Gooseberry with lively characters of green peppers, nettles and grassiness.<br />Palate: Good, firm acidity balances the well judged fruit with a lingering crushed grass and green pepper aftertaste.;11.81;2.6;3.21;5.9;;;;Sauvignon Blanc;White;Dry;;;
Val du Charron Wines;0;0;Val du Charron Reserve Syrah 2013;2013;Wellington;One swirl releases strong aromas of black pepper, celery and leather layered over blackcurrant richness. The fruit on the palate is complimented by dry, light and spicy tannins, well-structured with a delicious smoky berry finish.;14.17;3.8;3.58;5.1;;;;Shiraz;Red;;;;
Val du Charron Wines;0;0;Theatre of Wine Erasmus - Den Deen 2012;2012;Wellington;"Dark ruby red rim indicates youth. An elegant complex wine with cassis, blueberry, blackberry, cherry, dried herb, cinnamon and hints of leather and cigar aromas; sweet cranberry, cherry and chocolate flavours creates a richness which makes this a Delicio";14.29;2.5;3.53;5.5;;;;Merlot;Red;;;;
Val du Charron Wines;0;0;Theatre of Wine Black Countess 2013;2013;Wellington;"Dark ruby red rim indicates youth. An elegant complex wine with cassis, blueberry, blackberry, cherry, dried herb, cinnamon and hints of leather and cigar aromas; sweet cranberry, cherry and chocolate flavours creates a richness which makes this a Delicio";13.8;2.8;3.6;5.0;;;;Shiraz;Red;;;;
Val du Charron Wines;0;0;Theatre of Wine Black Countess 2011;2011;Wellington;"Dark ruby red rim indicates youth. An elegant complex wine with cassis, blueberry, blackberry, cherry, dried herb, cinnamon and hints of leather and cigar aromas; sweet cranberry, cherry and chocolate flavours creates a richness which makes this a Delicio";14.0;3.1;3.68;5.1;;;;Shiraz;Red;;;;
Peter Bayly Wines;0;0;Signature Peter Falke Exclusive Blend 2013;2013;Stellenbosch;"Dark garnet hue, full &amp; rich aromas of Cabernet Sauvignon dominance on the nose. Cassis and sweet red fruits, a well-balanced wine with superb lingering tannins on the palate.";14.5;2.6;3.73;5.9;0.72;116;38;Cabernet Sauvignon;Red;Very Dry;Huge;Fragrant;
Sadie Family Wines;0;0;Sadie Family Columella 2014;2014;;"<p>Besides their astonishing character, balance and purity, these profound wines still offer exceptional value for money. It&rsquo;s no wonder that they are the most sought-after wines in South Africa.</p>";14.0;;;;;;;Shiraz;Red;Dry;;;
Spice Route Winery;-33,76427078;18,9197998;Spice Route Terra de Bron Darling Semillon 2014;2014;Darling;A cool climate Semillon with typical Darling minerality. Vibrant aromas of grape fruit, soy, ginger and green pears, backed by the subtle influence of oak that adds a savoury complexity to the mouth feel of this wine.;13.5;4.7;3.51;6.5;;;;Semillon;White;Dry;Medium;Mineral;
Boland Kelder;-33,68888855;18,95555687;Boland Cellar Reserve Chardonnay 2014;2014;;"<p>This textured medium bodied wine has strong layers of pear,
citrus, lime and orange peel fruit. The â€œsur lieâ€ extended lees contact period
adds creaminess to the mouth feel of the wine and is well supported by
integrated French oak tannins.  </p>";;;;;;;;Chardonnay;White;Dry;;;
Boland Kelder;-33,68888855;18,95555687;Boland Cellar Reserve Chenin Blanc 2014;2014;;"<p>This fine handcrafted Chenin Blanc has layers of peach,
lime, herbs and nuts on the nose and is well supported by integrated French Oak
tannins. The â€œSur Lieâ€ extended lees contacted period adds complexity and a
creamy, textured mouth feel to the w";;;;;;;;Chenin Blanc;White;;Full;;
Nederburg Wines;-33,72084427;19,00285912;Nederburg Heritage Heroes The Brew Master 2013;2013;Western Cape;Colour: Dark, intense red. Bouquet: Concentrated aromas of dark fruit, blackcurrant, mulberry, dark chocolate, mocha, cigar box, and a hint of vanilla spice. Palate: Full-bodied, classic and complex with juicy dark-fruit  flavours, savoury notes and powe;14.7;2.55;3.57;5.91;;;;Merlot;Red;Dry;Full;;
Creation Wines;-34,32907486;19,32631874;Creation Viognier 2015;2015;Walker Bay;A promising pale gold, clear and shiny in the glass. Abundantly fruity and forthcoming yet refined on the nose with fragrant white peach aromas mingling with a rich, creamy character. These follow well onto the palate and combine seamlessly with crisp min;14.1;2.1;3.6;5.2;;;;Viognier;White;Dry;Light;Fruity;
Creation Wines;-34,32907486;19,32631874;Creation Reserve Merlot 2013;2013;Walker Bay;Remarkably complex with a royal feast of berries and nuts complemented by whiffs of cigar box, cedar and clove. Velvety smooth and berry-rich on the lingering palate where the exciting layer range from dried goji berry to hints of graphite and wood spice.;14.5;1.7;3.59;5.9;;;;Merlot;Red;;;;
Doolhof Wine Estate;-33,6258316;19,08305931;Cape Crane 2015;2015;Wellington;Light straw in colour, with a green tint, the nose is complex and fresh with Cape gooseberry, floral, citrus and a touch of ripe melon. The palate crisp and refreshing, well balanced with a lingering zesty finish.;12.0;1.1;3.29;6.4;;;;Chenin Blanc;White;Dry;;Fruity;
Doolhof Wine Estate;-33,6258316;19,08305931;Cape Boar 2013;2013;Wellington;"Red plum in colour, with blackberry, cherry, truffle
and cedar wood on the nose. The palate, medium
in body, shows an abundance of fruit, softness and
fine subtle tannins towards the back. The wine has
a dry and lingering finish.";14.4;3.7;3.59;5.5;;;;Cabernet Sauvignon;Red;Dry;Light;Fruity;
